From,To,Cost
1,46,6.855654600401044
1,47,6.928203230275509
1,48,8.501055769281315
1,49,8.48528137423857
1,50,8.501055769281315
1,51,8.54400374531753
1,52,8.602325267042627
1,53,8.660254037844387
1,54,3.044330664108471
1,55,3.0
1,56,3.0443306641084704
1,57,3.1622776601683795
1,58,3.3166247903553994
1,59,3.4641016151377544
1,60,4.274102150444128
1,61,4.242640687119285
1,62,4.274102150444128
1,63,4.358898943540674
1,64,4.47213595499958
1,65,4.58257569495584
1,66,6.728146044225788
1,67,6.708203932499369
1,68,6.728146044225788
1,69,6.782329983125268
1,70,6.855654600401044
1,71,6.928203230275509
1,72,4.274102150444128
1,73,4.242640687119285
1,74,4.274102150444128
1,75,4.358898943540674
1,76,4.47213595499958
1,77,4.58257569495584
1,78,5.221872192272722
1,79,5.196152422706632
1,80,5.2218721922727225
1,81,5.291502622129181
1,82,5.385164807134504
1,83,5.477225575051661
1,84,7.366678301136213
1,85,7.3484692283495345
1,86,7.366678301136213
1,87,7.416198487095663
1,88,7.483314773547883
1,89,7.54983443527075
1,90,6.728146044225788
1,91,6.708203932499369
1,92,6.728146044225788
1,93,6.782329983125268
1,94,6.855654600401044
1,95,6.928203230275509
1,96,7.366678301136213
1,97,7.3484692283495345
1,98,7.366678301136213
1,99,7.416198487095663
1,100,7.483314773547883
1,101,7.54983443527075
1,102,9.014873775734806
1,103,9.0
1,104,9.014873775734808
1,105,9.055385138137417
1,106,9.1104335791443
1,107,9.16515138991168
1,108,6.022287704222634
1,109,6.0
1,110,6.0222877042226335
1,111,6.082762530298219
1,112,6.164414002968976
1,113,6.244997998398398
1,114,6.728146044225788
1,115,6.708203932499369
1,116,6.728146044225788
1,117,6.782329983125268
1,118,6.855654600401044
1,119,6.928203230275509
1,120,8.501055769281315
1,121,8.48528137423857
1,122,8.501055769281315
1,123,8.54400374531753
1,124,8.602325267042627
1,125,8.660254037844387
1,126,6.728146044225788
1,127,6.708203932499369
1,128,6.728146044225788
1,129,6.782329983125268
1,130,6.855654600401044
1,131,6.928203230275509
1,132,7.366678301136213
1,133,7.3484692283495345
1,134,7.366678301136213
1,135,7.416198487095663
1,136,7.483314773547883
1,137,7.54983443527075
1,138,9.014873775734806
1,139,9.0
1,140,9.014873775734808
1,141,9.055385138137417
1,142,9.1104335791443
1,143,9.16515138991168
1,144,8.501055769281315
1,145,8.48528137423857
1,146,8.501055769281315
1,147,8.54400374531753
1,148,8.602325267042627
1,149,8.660254037844387
1,150,9.014873775734806
1,151,9.0
1,152,9.014873775734808
1,153,9.055385138137417
1,154,9.1104335791443
1,155,9.16515138991168
1,156,10.405188570729083
1,157,10.392304845413264
1,158,10.405188570729083
1,159,10.44030650891055
1,160,10.488088481701515
1,161,10.535653752852738
2,0,0.9999999999999999
2,1,0.5176380902050415
2,2,0.0
2,3,0.5176380902050415
2,4,0.9999999999999999
2,5,1.4142135623730951
2,6,3.1622776601683795
2,7,3.0443306641084704
2,8,3.0
2,9,3.044330664108471
2,10,3.1622776601683795
2,11,3.3166247903554
2,12,6.082762530298219
2,13,6.0222877042226335
2,14,6.0
2,15,6.022287704222634
2,16,6.082762530298219
2,17,6.164414002968976
2,18,3.1622776601683795
2,19,3.0443306641084704
2,20,3.0
2,21,3.044330664108471
2,22,3.1622776601683795
2,23,3.3166247903554
2,24,4.358898943540674
2,25,4.274102150444128
2,26,4.242640687119285
2,27,4.274102150444128
2,28,4.358898943540674
2,29,4.47213595499958
2,30,6.782329983125268
2,31,6.728146044225788
2,32,6.708203932499369
2,33,6.728146044225788
2,34,6.782329983125268
2,35,6.855654600401044
2,36,6.082762530298219
2,37,6.0222877042226335
2,38,6.0
2,39,6.022287704222634
2,40,6.082762530298219
2,41,6.164414002968976
2,42,6.782329983125268
2,43,6.728146044225788
2,44,6.708203932499369
2,45,6.728146044225788
2,46,6.782329983125268
2,47,6.855654600401044
2,48,8.54400374531753
2,49,8.501055769281315
2,50,8.48528137423857
2,51,8.501055769281315
2,52,8.54400374531753
2,53,8.602325267042627
2,54,3.1622776601683795
2,55,3.0443306641084704
2,56,3.0
2,57,3.044330664108471
2,58,3.1622776601683795
2,59,3.3166247903554
2,60,4.358898943540674
2,61,4.274102150444128
2,62,4.242640687119285
2,63,4.274102150444128
2,64,4.358898943540674
2,65,4.47213595499958
2,66,6.782329983125268
2,67,6.728146044225788
2,68,6.708203932499369
2,69,6.728146044225788
2,70,6.782329983125268
2,71,6.855654600401044
2,72,4.358898943540674
2,73,4.274102150444128
2,74,4.242640687119285
2,75,4.274102150444128
2,76,4.358898943540674
2,77,4.47213595499958
2,78,5.291502622129181
2,79,5.2218721922727225
2,80,5.196152422706632
2,81,5.221872192272722
2,82,5.291502622129181
2,83,5.385164807134504
2,84,7.416198487095663
2,85,7.366678301136213
2,86,7.3484692283495345
2,87,7.366678301136213
2,88,7.416198487095663
2,89,7.483314773547883
2,90,6.782329983125268
2,91,6.728146044225788
2,92,6.708203932499369
2,93,6.728146044225788
2,94,6.782329983125268
2,95,6.855654600401044
2,96,7.416198487095663
2,97,7.366678301136213
2,98,7.3484692283495345
2,99,7.366678301136213
2,100,7.416198487095663
2,101,7.483314773547883
2,102,9.055385138137417
2,103,9.014873775734808
2,104,9.0
2,105,9.014873775734806
2,106,9.055385138137417
2,107,9.1104335791443
2,108,6.082762530298219
2,109,6.0222877042226335
2,110,6.0
2,111,6.022287704222634
2,112,6.082762530298219
2,113,6.164414002968976
2,114,6.782329983125268
2,115,6.728146044225788
2,116,6.708203932499369
2,117,6.728146044225788
2,118,6.782329983125268
2,119,6.855654600401044
2,120,8.54400374531753
2,121,8.501055769281315
2,122,8.48528137423857
2,123,8.501055769281315
2,124,8.54400374531753
2,125,8.602325267042627
2,126,6.782329983125268
2,127,6.728146044225788
2,128,6.708203932499369
2,129,6.728146044225788
2,130,6.782329983125268
2,131,6.855654600401044
2,132,7.416198487095663
2,133,7.366678301136213
2,134,7.3484692283495345
2,135,7.366678301136213
2,136,7.416198487095663
2,137,7.483314773547883
2,138,9.055385138137417
2,139,9.014873775734808
2,140,9.0
2,141,9.014873775734806
2,142,9.055385138137417
2,143,9.1104335791443
2,144,8.54400374531753
2,145,8.501055769281315
2,146,8.48528137423857
2,147,8.501055769281315
2,148,8.54400374531753
2,149,8.602325267042627
2,150,9.055385138137417
2,151,9.014873775734808
2,152,9.0
2,153,9.014873775734806
2,154,9.055385138137417
2,155,9.1104335791443
2,156,10.44030650891055
2,157,10.405188570729083
2,158,10.392304845413264
2,159,10.405188570729083
2,160,10.44030650891055
2,161,10.488088481701515
3,0,1.414213562373095
3,1,0.9999999999999999
3,2,0.5176380902050415
3,3,0.0
3,4,0.5176380902050414
3,5,1.0000000000000002
3,6,3.3166247903554
3,7,3.1622776601683795
3,8,3.044330664108471
3,9,3.0
3,10,3.044330664108471
3,11,3.1622776601683795
3,12,6.164414002968976
3,13,6.082762530298219
3,14,6.022287704222634
3,15,6.0
3,16,6.022287704222634
3,17,6.082762530298219
3,18,3.3166247903554
3,19,3.1622776601683795
3,20,3.044330664108471
3,21,3.0
3,22,3.044330664108471
3,23,3.1622776601683795
3,24,4.47213595499958
3,25,4.358898943540674
3,26,4.274102150444128
3,27,4.242640687119285
3,28,4.274102150444128
3,29,4.358898943540674
3,30,6.855654600401044
3,31,6.782329983125268
3,32,6.728146044225788
3,33,6.708203932499369
3,34,6.728146044225788
3,35,6.782329983125268
3,36,6.164414002968976
3,37,6.082762530298219
3,38,6.022287704222634
3,39,6.0
3,40,6.022287704222634
3,41,6.082762530298219
3,42,6.855654600401044
3,43,6.782329983125268
3,44,6.728146044225788
3,45,6.708203932499369
3,46,6.728146044225788
3,47,6.782329983125268
3,48,8.602325267042627
3,49,8.54400374531753
3,50,8.501055769281315
3,51,8.48528137423857
3,52,8.501055769281315
3,53,8.54400374531753
3,54,3.3166247903554
3,55,3.1622776601683795
3,56,3.044330664108471
3,57,3.0
3,58,3.044330664108471
3,59,3.1622776601683795
3,60,4.47213595499958
3,61,4.358898943540674
3,62,4.274102150444128
3,63,4.242640687119285
3,64,4.274102150444128
3,65,4.358898943540674
3,66,6.855654600401044
3,67,6.782329983125268
3,68,6.728146044225788
3,69,6.708203932499369
3,70,6.728146044225788
3,71,6.782329983125268
3,72,4.47213595499958
3,73,4.358898943540674
3,74,4.274102150444128
3,75,4.242640687119285
3,76,4.274102150444128
3,77,4.358898943540674
3,78,5.385164807134504
3,79,5.291502622129181
3,80,5.221872192272722
3,81,5.196152422706632
3,82,5.221872192272722
3,83,5.291502622129181
3,84,7.483314773547883
3,85,7.416198487095663
3,86,7.366678301136213
3,87,7.3484692283495345
3,88,7.366678301136213
3,89,7.416198487095663
3,90,6.855654600401044
3,91,6.782329983125268
3,92,6.728146044225788
3,93,6.708203932499369
3,94,6.728146044225788
3,95,6.782329983125268
3,96,7.483314773547883
3,97,7.416198487095663
3,98,7.366678301136213
3,99,7.3484692283495345
3,100,7.366678301136213
3,101,7.416198487095663
3,102,9.1104335791443
3,103,9.055385138137417
3,104,9.014873775734806
3,105,9.0
3,106,9.014873775734806
3,107,9.055385138137417
3,108,6.164414002968976
3,109,6.082762530298219
3,110,6.022287704222634
3,111,6.0
3,112,6.022287704222634
3,113,6.082762530298219
3,114,6.855654600401044
3,115,6.782329983125268
3,116,6.728146044225788
3,117,6.708203932499369
3,118,6.728146044225788
3,119,6.782329983125268
3,120,8.602325267042627
3,121,8.54400374531753
3,122,8.501055769281315
3,123,8.48528137423857
3,124,8.501055769281315
3,125,8.54400374531753
3,126,6.855654600401044
3,127,6.782329983125268
3,128,6.728146044225788
3,129,6.708203932499369
3,130,6.728146044225788
3,131,6.782329983125268
3,132,7.483314773547883
3,133,7.416198487095663
3,134,7.366678301136213
3,135,7.3484692283495345
3,136,7.366678301136213
3,137,7.416198487095663
3,138,9.1104335791443
3,139,9.055385138137417
3,140,9.014873775734806
3,141,9.0
3,142,9.014873775734806
3,143,9.055385138137417
3,144,8.602325267042627
3,145,8.54400374531753
3,146,8.501055769281315
3,147,8.48528137423857
3,148,8.501055769281315
3,149,8.54400374531753
3,150,9.1104335791443
3,151,9.055385138137417
3,152,9.014873775734806
3,153,9.0
3,154,9.014873775734806
3,155,9.055385138137417
3,156,10.488088481701515
3,157,10.44030650891055
3,158,10.405188570729083
3,159,10.392304845413264
3,160,10.405188570729083
3,161,10.44030650891055
4,0,1.7320508075688772
4,1,1.414213562373095
4,2,0.9999999999999999
4,3,0.5176380902050414
4,4,0.0
4,5,0.5176380902050418
4,6,3.4641016151377544
4,7,3.3166247903553994
4,8,3.1622776601683795
4,9,3.044330664108471
4,10,3.0
4,11,3.0443306641084704
4,12,6.244997998398398
4,13,6.164414002968976
4,14,6.082762530298219
4,15,6.022287704222634
4,16,6.0
4,17,6.0222877042226335
4,18,3.4641016151377544
4,19,3.3166247903553994
4,20,3.1622776601683795
4,21,3.044330664108471
4,22,3.0
4,23,3.0443306641084704
4,24,4.58257569495584
4,25,4.47213595499958
4,26,4.358898943540674
4,27,4.274102150444128
4,28,4.242640687119285
4,29,4.274102150444128
4,30,6.928203230275509
4,31,6.855654600401044
4,32,6.782329983125268
4,33,6.728146044225788
4,34,6.708203932499369
4,35,6.728146044225788
4,36,6.244997998398398
4,37,6.164414002968976
4,38,6.082762530298219
4,39,6.022287704222634
4,40,6.0
4,41,6.0222877042226335
4,42,6.928203230275509
4,43,6.855654600401044
4,44,6.782329983125268
4,45,6.728146044225788
4,46,6.708203932499369
4,47,6.728146044225788
4,48,8.660254037844387
4,49,8.602325267042627
4,50,8.54400374531753
4,51,8.501055769281315
4,52,8.48528137423857
4,53,8.501055769281315
4,54,3.4641016151377544
4,55,3.3166247903553994
4,56,3.1622776601683795
4,57,3.044330664108471
4,58,3.0
4,59,3.0443306641084704
4,60,4.58257569495584
4,61,4.47213595499958
4,62,4.358898943540674
4,63,4.274102150444128
4,64,4.242640687119285
4,65,4.274102150444128
4,66,6.928203230275509
4,67,6.855654600401044
4,68,6.782329983125268
4,69,6.728146044225788
4,70,6.708203932499369
4,71,6.728146044225788
4,72,4.58257569495584
4,73,4.47213595499958
4,74,4.358898943540674
4,75,4.274102150444128
4,76,4.242640687119285
4,77,4.274102150444128
4,78,5.477225575051661
4,79,5.385164807134504
4,80,5.291502622129181
4,81,5.221872192272722
4,82,5.196152422706632
4,83,5.2218721922727225
4,84,7.54983443527075
4,85,7.483314773547883
4,86,7.416198487095663
4,87,7.366678301136213
4,88,7.3484692283495345
4,89,7.366678301136213
4,90,6.928203230275509
4,91,6.855654600401044
4,92,6.782329983125268
4,93,6.728146044225788
4,94,6.708203932499369
4,95,6.728146044225788
4,96,7.54983443527075
4,97,7.483314773547883
4,98,7.416198487095663
4,99,7.366678301136213
4,100,7.3484692283495345
4,101,7.366678301136213
4,102,9.16515138991168
4,103,9.1104335791443
4,104,9.055385138137417
4,105,9.014873775734806
4,106,9.0
4,107,9.014873775734808
4,108,6.244997998398398
4,109,6.164414002968976
4,110,6.082762530298219
4,111,6.022287704222634
4,112,6.0
4,113,6.0222877042226335
4,114,6.928203230275509
4,115,6.855654600401044
4,116,6.782329983125268
4,117,6.728146044225788
4,118,6.708203932499369
4,119,6.728146044225788
4,120,8.660254037844387
4,121,8.602325267042627
4,122,8.54400374531753
4,123,8.501055769281315
4,124,8.48528137423857
4,125,8.501055769281315
4,126,6.928203230275509
4,127,6.855654600401044
4,128,6.782329983125268
4,129,6.728146044225788
4,130,6.708203932499369
4,131,6.728146044225788
4,132,7.54983443527075
4,133,7.483314773547883
4,134,7.416198487095663
4,135,7.366678301136213
4,136,7.3484692283495345
4,137,7.366678301136213
4,138,9.16515138991168
4,139,9.1104335791443
4,140,9.055385138137417
4,141,9.014873775734806
4,142,9.0
4,143,9.014873775734808
4,144,8.660254037844387
4,145,8.602325267042627
4,146,8.54400374531753
4,147,8.501055769281315
4,148,8.48528137423857
4,149,8.501055769281315
4,150,9.16515138991168
4,151,9.1104335791443
4,152,9.055385138137417
4,153,9.014873775734806
4,154,9.0
4,155,9.014873775734808
4,156,10.535653752852738
4,157,10.488088481701515
4,158,10.44030650891055
4,159,10.405188570729083
4,160,10.392304845413264
4,161,10.405188570729083
5,0,1.9318516525781368
5,1,1.7320508075688774
5,2,1.4142135623730951
5,3,1.0000000000000002
5,4,0.5176380902050418
5,5,0.0
5,6,3.5681999394048645
5,7,3.4641016151377544
5,8,3.3166247903554
5,9,3.1622776601683795
5,10,3.0443306641084704
5,11,3.0
5,12,6.303336482179011
5,13,6.244997998398398
5,14,6.164414002968976
5,15,6.082762530298219
5,16,6.0222877042226335
5,17,6.0
5,18,3.5681999394048645
5,19,3.4641016151377544
5,20,3.3166247903554
5,21,3.1622776601683795
5,22,3.0443306641084704
5,23,3.0
5,24,4.661764773942254
5,25,4.58257569495584
5,26,4.47213595499958
5,27,4.358898943540674
5,28,4.274102150444128
5,29,4.242640687119285
5,30,6.9808345351805094
5,31,6.928203230275509
5,32,6.855654600401044
5,33,6.782329983125268
5,34,6.728146044225788
5,35,6.708203932499369
5,36,6.303336482179011
5,37,6.244997998398398
5,38,6.164414002968976
5,39,6.082762530298219
5,40,6.0222877042226335
5,41,6.0
5,42,6.9808345351805094
5,43,6.928203230275509
5,44,6.855654600401044
5,45,6.782329983125268
5,46,6.728146044225788
5,47,6.708203932499369
5,48,8.70241637751084
5,49,8.660254037844387
5,50,8.602325267042627
5,51,8.54400374531753
5,52,8.501055769281315
5,53,8.48528137423857
5,54,3.5681999394048645
5,55,3.4641016151377544
5,56,3.3166247903554
5,57,3.1622776601683795
5,58,3.0443306641084704
5,59,3.0
5,60,4.661764773942254
5,61,4.58257569495584
5,62,4.47213595499958
5,63,4.358898943540674
5,64,4.274102150444128
5,65,4.242640687119285
5,66,6.9808345351805094
5,67,6.928203230275509
5,68,6.855654600401044
5,69,6.782329983125268
5,70,6.728146044225788
5,71,6.708203932499369
5,72,4.661764773942254
5,73,4.58257569495584
5,74,4.47213595499958
5,75,4.358898943540674
5,76,4.274102150444128
5,77,4.242640687119285
5,78,5.543649592783519
5,79,5.477225575051661
5,80,5.385164807134504
5,81,5.291502622129181
5,82,5.2218721922727225
5,83,5.196152422706632
5,84,7.598161014848848
5,85,7.54983443527075
5,86,7.483314773547883
5,87,7.416198487095663
5,88,7.366678301136213
5,89,7.3484692283495345
5,90,6.9808345351805094
5,91,6.928203230275509
5,92,6.855654600401044
5,93,6.782329983125268
5,94,6.728146044225788
5,95,6.708203932499369
5,96,7.598161014848848
5,97,7.54983443527075
5,98,7.483314773547883
5,99,7.416198487095663
5,100,7.366678301136213
5,101,7.3484692283495345
5,102,9.205001401823298
5,103,9.16515138991168
5,104,9.1104335791443
5,105,9.055385138137417
5,106,9.014873775734808
5,107,9.0
5,108,6.303336482179011
5,109,6.244997998398398
5,110,6.164414002968976
5,111,6.082762530298219
5,112,6.0222877042226335
5,113,6.0
5,114,6.9808345351805094
5,115,6.928203230275509
5,116,6.855654600401044
5,117,6.782329983125268
5,118,6.728146044225788
5,119,6.708203932499369
5,120,8.70241637751084
5,121,8.660254037844387
5,122,8.602325267042627
5,123,8.54400374531753
5,124,8.501055769281315
5,125,8.48528137423857
5,126,6.9808345351805094
5,127,6.928203230275509
5,128,6.855654600401044
5,129,6.782329983125268
5,130,6.728146044225788
5,131,6.708203932499369
5,132,7.598161014848848
5,133,7.54983443527075
5,134,7.483314773547883
5,135,7.416198487095663
5,136,7.366678301136213
5,137,7.3484692283495345
5,138,9.205001401823298
5,139,9.16515138991168
5,140,9.1104335791443
5,141,9.055385138137417
5,142,9.014873775734808
5,143,9.0
5,144,8.70241637751084
5,145,8.660254037844387
5,146,8.602325267042627
5,147,8.54400374531753
5,148,8.501055769281315
5,149,8.48528137423857
5,150,9.205001401823298
5,151,9.16515138991168
5,152,9.1104335791443
5,153,9.055385138137417
5,154,9.014873775734808
5,155,9.0
5,156,10.570338254169963
5,157,10.535653752852738
5,158,10.488088481701515
5,159,10.44030650891055
5,160,10.405188570729083
5,161,10.392304845413264
6,0,3.0
6,1,3.044330664108471
6,2,3.1622776601683795
6,3,3.3166247903554
6,4,3.4641016151377544
6,5,3.5681999394048645
6,6,0.0
6,7,0.5176380902050415
6,8,0.9999999999999999
6,9,1.414213562373095
6,10,1.7320508075688772
6,11,1.9318516525781368
6,12,3.0
6,13,3.044330664108471
6,14,3.1622776601683795
6,15,3.3166247903554
6,16,3.4641016151377544
6,17,3.5681999394048645
6,18,4.242640687119285
6,19,4.274102150444128
6,20,4.358898943540674
6,21,4.47213595499958
6,22,4.58257569495584
6,23,4.661764773942254
6,24,3.0
6,25,3.044330664108471
6,26,3.1622776601683795
6,27,3.3166247903554
6,28,3.4641016151377544
6,29,3.5681999394048645
6,30,4.242640687119285
6,31,4.274102150444128
6,32,4.358898943540674
6,33,4.47213595499958
6,34,4.58257569495584
6,35,4.661764773942254
6,36,6.708203932499369
6,37,6.728146044225788
6,38,6.782329983125268
6,39,6.855654600401044
6,40,6.928203230275509
6,41,6.9808345351805094
6,42,6.0
6,43,6.022287704222634
6,44,6.082762530298219
6,45,6.164414002968976
6,46,6.244997998398398
6,47,6.303336482179011
6,48,6.708203932499369
6,49,6.728146044225788
6,50,6.782329983125268
6,51,6.855654600401044
6,52,6.928203230275509
6,53,6.9808345351805094
6,54,4.242640687119285
6,55,4.274102150444128
6,56,4.358898943540674
6,57,4.47213595499958
6,58,4.58257569495584
6,59,4.661764773942254
6,60,3.0
6,61,3.044330664108471
6,62,3.1622776601683795
6,63,3.3166247903554
6,64,3.4641016151377544
6,65,3.5681999394048645
6,66,4.242640687119285
6,67,4.274102150444128
6,68,4.358898943540674
6,69,4.47213595499958
6,70,4.58257569495584
6,71,4.661764773942254
6,72,5.196152422706632
6,73,5.221872192272722
6,74,5.291502622129181
6,75,5.385164807134504
6,76,5.477225575051661
6,77,5.543649592783519
6,78,4.242640687119285
6,79,4.274102150444128
6,80,4.358898943540674
6,81,4.47213595499958
6,82,4.58257569495584
6,83,4.661764773942254
6,84,5.196152422706632
6,85,5.221872192272722
6,86,5.291502622129181
6,87,5.385164807134504
6,88,5.477225575051661
6,89,5.543649592783519
6,90,7.3484692283495345
6,91,7.366678301136213
6,92,7.416198487095663
6,93,7.483314773547883
6,94,7.54983443527075
6,95,7.598161014848848
6,96,6.708203932499369
6,97,6.728146044225788
6,98,6.782329983125268
6,99,6.855654600401044
6,100,6.928203230275509
6,101,6.9808345351805094
6,102,7.3484692283495345
6,103,7.366678301136213
6,104,7.416198487095663
6,105,7.483314773547883
6,106,7.54983443527075
6,107,7.598161014848848
6,108,6.708203932499369
6,109,6.728146044225788
6,110,6.782329983125268
6,111,6.855654600401044
6,112,6.928203230275509
6,113,6.9808345351805094
6,114,6.0
6,115,6.022287704222634
6,116,6.082762530298219
6,117,6.164414002968976
6,118,6.244997998398398
6,119,6.303336482179011
6,120,6.708203932499369
6,121,6.728146044225788
6,122,6.782329983125268
6,123,6.855654600401044
6,124,6.928203230275509
6,125,6.9808345351805094
6,126,7.3484692283495345
6,127,7.366678301136213
6,128,7.416198487095663
6,129,7.483314773547883
6,130,7.54983443527075
6,131,7.598161014848848
6,132,6.708203932499369
6,133,6.728146044225788
6,134,6.782329983125268
6,135,6.855654600401044
6,136,6.928203230275509
6,137,6.9808345351805094
6,138,7.3484692283495345
6,139,7.366678301136213
6,140,7.416198487095663
6,141,7.483314773547883
6,142,7.54983443527075
6,143,7.598161014848848
6,144,9.0
6,145,9.014873775734806
6,146,9.055385138137417
6,147,9.1104335791443
6,148,9.16515138991168
6,149,9.205001401823298
6,150,8.48528137423857
6,151,8.501055769281315
6,152,8.54400374531753
6,153,8.602325267042627
6,154,8.660254037844387
6,155,8.70241637751084
6,156,9.0
6,157,9.014873775734806
6,158,9.055385138137417
6,159,9.1104335791443
6,160,9.16515138991168
6,161,9.205001401823298
7,0,3.044330664108471
7,1,3.0
7,2,3.0443306641084704
7,3,3.1622776601683795
7,4,3.3166247903553994
7,5,3.4641016151377544
7,6,0.5176380902050415
7,7,0.0
7,8,0.5176380902050415
7,9,0.9999999999999999
7,10,1.414213562373095
7,11,1.7320508075688774
7,12,3.044330664108471
7,13,3.0
7,14,3.0443306641084704
7,15,3.1622776601683795
7,16,3.3166247903553994
7,17,3.4641016151377544
7,18,4.274102150444128
7,19,4.242640687119285
7,20,4.274102150444128
7,21,4.358898943540674
7,22,4.47213595499958
7,23,4.58257569495584
7,24,3.044330664108471
7,25,3.0
7,26,3.0443306641084704
7,27,3.1622776601683795
7,28,3.3166247903553994
7,29,3.4641016151377544
7,30,4.274102150444128
7,31,4.242640687119285
7,32,4.274102150444128
7,33,4.358898943540674
7,34,4.47213595499958
7,35,4.58257569495584
7,36,6.728146044225788
7,37,6.708203932499369
7,38,6.728146044225788
7,39,6.782329983125268
7,40,6.855654600401044
